"address","num_bathrooms","num_bedrooms","lat","long","price"
"35 Upper Watt Street, Wadestown, Wellington",3,4,-41.2638051667,174.780412833,"$1,740,000"
"5 Chelsea Street, Miramar, Wellington",2,4,-41.31882045,174.81522175,"$1,325,000"
"14 Devonshire Road, Miramar, Wellington",2,4,-41.3216735833,174.81422745,"$935,888"
"2 Waripori Street, Berhampore, Wellington",2,4,-41.3187533667,174.780071633,"$928,000"
"5 Hornsey Road, Melrose, Wellington",2,3,-41.3250299833,174.788385367,"$750,000"
"74 Saddleback Grove, Karori, Wellington",2,3,-41.2943007833,174.724992133,"$650,000"
"8/123 The Parade, Island Bay, Wellington",1,2,-41.3339561833,174.7739677,"$730,000"
"3/9 /1 Queens Wharf, Wellington Central  6011, Wellington",2,3,-41.2845754294555,174.777958952837,"$860,000"
"122 Hanson Street, Newtown, Wellington",1,3,-41.3101883833,174.775667883,"$685,000"
"20 Waipapa Road, Hataitai, Wellington",1,3,-41.2999867,174.801126717,"$1,351,000"
"59 Tirangi Road, Rongotai, Wellington",2,3,-41.3223138167,174.804455067,"$794,000"
"9A Motueka Street, Ngaio, Wellington",2,3,-41.2477509667,174.770984417,"$610,000"
"82 Chelmsford Street, Ngaio, Wellington",1,3,-41.24612515,174.77040195,"$TBC"
"11 Totara Road, Miramar, Wellington",1,2,-41.3116221667,174.826151667,"$620,000"
"265 South Karori Road, Karori, Wellington",0,0,-41.303452,174.712704,"$670,000"
"13B/120 The Terrace, Wellington Central, Wellington",1,2,-41.2833072833,174.774477583,"$365,000"
"27 Salamanca Road, Kelburn, Wellington",3,4,-41.2828497333,174.770182133,"$3,000,000"
"79A Ira Street, Miramar, Wellington",1,3,-41.3192734333,174.819873867,"$810,000"
"15B Mitchell Street, Brooklyn, Wellington",2,3,-41.3029495333,174.760032533,"$771,000"
"5 Epuni Street, Aro Valley, Wellington",1,2,-41.2956462333,174.766277917,"$900,000"
"100 Heke Street, Ngaio, Wellington",2,3,-41.2492451667,174.7669737,"$755,000"
"14 Roy Street, Newtown, Wellington",2,3,-41.319251,174.782354,"$1,200,000"
"3 Thurleigh Grove, Karori, Wellington",1,1,-41.2892953,174.7208217,"$395,000"
"47 Rata Road, Hataitai, Wellington",2,4,-41.3052708,174.799200217,"$1,725,000"
"112 Kelburn Parade, Kelburn, Wellington",2,3,-41.2917015333,174.764843417,"$1,650,000"
"41B Onslow Road, Khandallah, Wellington",1,2,-41.2501539,174.803339867,"$650,000"
"89B Waripori Street, Berhampore, Wellington",1,3,-41.3189148833,174.77429995,"$811,500"
"209 Cecil Road, Wilton, Wellington",0,0,-41.2701623833,174.7657682,"$326,000"
"6 Avon Street, Island Bay, Wellington",2,3,-41.3335534167,174.774110617,"$1,221,000"
"12 Elphinstone Avenue, Strathmore Park, Wellington",1,3,-41.3294325167,174.8223168,"$810,000"
"15/20 Hopper Street, Mount Cook, Wellington",1,2,-41.2989294333,174.773844817,"$150,000"
"43 Fox Street, Ngaio, Wellington",1,3,-41.2450924167,174.775005117,"$750,525"
"7 David Crescent, Karori, Wellington",1,3,-41.2808852,174.736675283,"$790,000"
"19/20 Thompson Street, Mount Cook, Wellington",1,3,-41.2979531167,174.77119625,"$525,000"
"4/157 Hobart Street, Miramar, Wellington",1,2,-41.31686085,174.816173267,"$665,000"
"93B Montgomery Avenue, Karori, Wellington",1,3,-41.2789590167,174.7266086,"$730,000"
"68 Lyall Parade, Lyall Bay, Wellington",1,3,-41.3291482833,174.79480735,"$860,068"
"13 Totara Road, Miramar, Wellington",1,3,-41.3114907833,174.8261139,"$920,000"
"27 Ascot Street, Thorndon, Wellington",1,2,-41.2786958,174.770359317,"$TBC"
"4/56 Tanera Crescent, Brooklyn, Wellington",1,2,-41.3028865833,174.7636574,"$690,000"
"114/80 Riddiford Street, Newtown, Wellington",1,2,-41.3106435,174.778722033,"$693,500"
"7 Kinross Street, Kelburn, Wellington",2,4,-41.2803389333,174.771392417,"$2,025,000"
"18 Marsden Avenue, Karori, Wellington",2,4,-41.2834102333,174.745655467,"$1,250,000"
"3/73 Marine Parade, Seatoun, Wellington",1,2,-41.3194718667,174.829688867,"$862,500"
"5A Wha Street, Lyall Bay, Wellington",2,3,-41.32617665,174.79460115,"$725,000"
"118 Cashmere Avenue, Khandallah, Wellington",2,3,-41.2482075833,174.79869365,"$1,050,000"
"7 Falkirk Avenue, Seatoun, Wellington",2,4,-41.3211031667,174.831944567,"$1,680,000"
"15 Ahuriri Street, Strathmore Park, Wellington",1,3,-41.3351974667,174.819642583,"$840,500"
"5/9 Athens Street, Miramar, Wellington",1,2,-41.3165717333,174.820685033,"$620,000"
"65 Cecil Road, Wadestown, Wellington",1,3,-41.2644636167,174.771834983,"$1,020,000"
"118 Onepu Road, Lyall Bay, Wellington",2,3,-41.3243676833,174.7951929,"$786,000"
"63 Hector Street, Seatoun, Wellington",2,4,-41.32724235,174.834308517,"$1,865,000"
"10A Buxton Avenue, Karori, Wellington",1,3,-41.28555655,174.718502067,"$794,500"
"20 Raumati Terrace, Khandallah, Wellington",2,3,-41.24751365,174.8012806,"$1,085,000"
"69A Percy Dyett Drive, Karori, Wellington",1,2,-41.2812338333,174.726486583,"$681,000"
"14 Trevor Terrace, Newtown, Wellington",2,4,-41.3148095667,174.776317517,"$1,200,000"
"5/2 Ohiro Road, Aro Valley, Wellington",1,2,-41.2960837167,174.769303067,"$635,000"
"26 Rodrigo Road, Kilbirnie, Wellington",2,4,-41.3198924833,174.79191755,"$1,120,000"
"88 Clyde Street, Island Bay, Wellington",2,3,-41.3339329333,174.7746882,"$1,330,000"
"21 The Crescent, Roseneath, Wellington",1,3,-41.2895265667,174.800348017,"$1,686,000"
"8/21A Talavera Terrace, Kelburn, Wellington",1,2,-41.2838229667,174.77175995,"$500,000"
"34 Stone Street, Miramar, Wellington",1,3,-41.3170161667,174.814832667,"$853,000"
"23 Moana Road, Kelburn, Wellington",2,3,-41.2887511667,174.755167367,"$1,471,000"
"3/20 Standen Street, Karori, Wellington",2,3,-41.2799945667,174.750455683,"$840,000"
"32 Mccoll Street, Vogeltown, Wellington",3,4,-41.3152660167,174.768965033,"$1,408,180"
"35 Mckinley Crescent, Brooklyn, Wellington",1,3,-41.3073037667,174.764517517,"$940,000"
"25 Townsend Road, Miramar, Wellington",2,4,-41.3136687,174.8230436,"$770,000"
"76 Sidlaw Street, Strathmore Park, Wellington",1,3,-41.33297645,174.823178483,"$706,000"
"4/38 Bankot Crescent, Ngaio, Wellington",1,2,-41.25012945,174.781918667,"$830,000"
"76 Evans Bay Parade, Roseneath, Wellington",1,3,-41.2909566167,174.803512217,"$1,290,000"
"155 Onslow Road, Khandallah, Wellington",1,3,-41.248967,174.802515,"$762,222"
"105 Barnard Street, Wadestown, Wellington",2,3,-41.2614522,174.783281117,"$1,170,000"
"31 Ngaio Gorge Road, Ngaio, Wellington",1,3,-41.2566095833,174.773740933,"$927,000"
"7B Percy Dyett Drive, Karori, Wellington",1,2,-41.2834108167,174.7250625,"$541,000"
"25A Ngatoto Street, Khandallah, Wellington",3,4,-41.24832975,174.783056733,"$1,130,000"
"10 Tai Paku Paku Road, Karaka Bays, Wellington",2,4,-41.3069780167,174.829913417,"$1,500,000"
"75 Saddleback Grove, Karori, Wellington",2,3,-41.2943086333,174.724915117,"$787,000"
"146 Oban Street, Wadestown, Wellington",1,3,-41.2591048,174.776967283,"$905,000"
"12/358 The Terrace, Te Aro, Wellington",1,3,-41.2938994333,174.76913395,"$748,000"
"58 Hatton Street, Karori, Wellington",1,3,-41.2797313167,174.742393,"$810,000"
"84 Campbell Street, Karori, Wellington",1,3,-41.2900988,174.741651467,"$917,000"
"71 Sar Street, Wadestown, Wellington",2,4,-41.2628357667,174.783783717,"$1,200,000"
"126 Wallace Street, Mount Cook, Wellington",1,2,-41.30667355,174.774927267,"$625,000"
"491A Karaka Bay Road, Karaka Bays, Wellington",3,4,-41.2985500833,174.832182417,"$1,750,000"
"15 Sunshine Avenue, Karori, Wellington",1,3,-41.2845455167,174.725275217,"$840,000"
"28 Caledonia Street, Miramar, Wellington",2,3,-41.3215792167,174.812596983,"$925,000"
"219A Adelaide Road, Newtown, Wellington",1,3,-41.3089646,174.777743367,"$818,050"
"27 Rintoul Street, Newtown, Wellington",1,2,-41.3131150333,174.778902733,"$862,000"
"49 Homewood Avenue, Karori, Wellington",3,5,-41.2799649833,174.745228567,"$2,490,000"
"21 Lower Watt Street, Wadestown, Wellington",2,4,-41.26461995,174.780115317,"$1,435,000"
"134 Totara Road, Miramar, Wellington",2,4,-41.3050918333,174.827875683,"$885,000"
"3/30 Ottawa Road, Ngaio, Wellington",1,2,-41.2498322167,174.774748033,"$660,000"
"6 Drake Street, Hataitai, Wellington",2,4,-41.3053768833,174.795781,"$1,350,000"
"27 Breton Grove, Kingston, Wellington",2,4,-41.32385335,174.7675707,"$965,000"
"15B Colorado Grove, Brooklyn, Wellington",1,2,-41.3105458333,174.757324733,"$490,000"
"8 Arizona Grove, Brooklyn, Wellington",1,3,-41.31346615,174.757681833,"$835,800"
"37 Winston Street, Crofton Downs, Wellington",1,3,-41.2577542833,174.764286167,"$625,000"
"21 Todman Street, Brooklyn, Wellington",1,3,-41.3059366167,174.762611783,"$1,011,100"
"11A Orleans Street, Ngaio, Wellington",2,3,-41.24821715,174.768856267,"$886,400"
"25 Kenwyn Terrace, Newtown, Wellington",2,3,-41.31276735,174.777805367,"$825,000"
"27 Braithwaite Street, Karori, Wellington",2,4,-41.2844763833,174.7478355,"$1,215,000"
"28 Izard Road, Khandallah, Wellington",2,4,-41.24658955,174.7942355,"$1,417,000"
"21 Hankey Street, Mount Cook, Wellington",2,3,-41.3013229667,174.773196783,"$1,115,000"
"82 Jubilee Road, Khandallah, Wellington",3,5,-41.2512089333,174.791052383,"$2,351,000"
"3 Borlase Street, Brooklyn, Wellington",1,3,-41.3117591667,174.762582633,"$625,000"
"37 Miro Street, Miramar, Wellington",1,3,-41.32334665,174.809867067,"$905,000"
"225 Sutherland Road, Lyall Bay, Wellington",1,3,-41.3318884833,174.79074335,"$982,000"
"3D/136 Oriental Parade, Oriental Bay, Wellington",2,2,-41.2915143833,174.789497883,"$1,931,500"
"110 Wexford Road, Miramar, Wellington",1,3,-41.3203719333,174.811109767,"$925,156"
"164 Hanson Street, Newtown, Wellington",2,3,-41.3116316833,174.7752437,"$850,000"
"30 Clutha Avenue, Khandallah, Wellington",2,3,-41.2488872667,174.788059783,"$1,490,000"
"192 Wilton Road, Wilton, Wellington",1,2,-41.2694035,174.755002017,"$565,000"
"11B Thurleigh Grove, Karori, Wellington",1,2,-41.2890566,174.720342717,"$500,000"
"8 Kilmister Avenue, Thorndon, Wellington",2,4,-41.2798332333,174.766652967,"$1,010,001"
"88 Rolleston Street, Mount Cook, Wellington",2,3,-41.3037884167,174.770772433,"$1,042,000"
"40 Hamilton Road, Hataitai, Wellington",1,3,-41.3072844333,174.794563617,"$995,000"
"23 Stafford Street, Mount Victoria, Wellington",2,3,-41.29504475,174.7898237,"$TBC"
"47 Bridge Street, Rongotai, Wellington",1,3,-41.3223595333,174.805588783,"$820,000"
"33A Hathaway Avenue, Karori, Wellington",1,3,-41.2918130667,174.720835167,"$778,000"
"139 Wadestown Road, Wadestown, Wellington",1,3,-41.2618182167,174.770777817,"$673,000"
"14 Terawhiti Terrace, Karori, Wellington",2,4,-41.2873840667,174.72073635,"$925,000"
"5 Poplar Grove, Thorndon, Wellington",1,3,-41.2747504667,174.773277717,"$990,000"
"98 Grafton Road, Roseneath, Wellington",1,3,-41.2936672,174.800126067,"$875,000"
"109 Totara Road, Miramar, Wellington",2,3,-41.3059456,174.826939433,"$1,300,000"
"23 Akaroa Drive, Maupuia, Wellington",1,3,-41.3082343667,174.816946283,"$876,000"
"84 Raroa Road, Kelburn, Wellington",1,3,-41.2906548333,174.759924133,"$752,000"
"32 Lawrence Street, Newtown, Wellington",2,3,-41.3166302167,174.786198633,"$1,140,000"
"30 Revans Street, Miramar, Wellington",2,3,-41.3063419333,174.8223832,"$901,750"
"22 Everest Street, Khandallah, Wellington",3,4,-41.2478364167,174.793546267,"$1,673,500"
"21 Tahi Street, Miramar, Wellington",2,3,-41.3143232667,174.815869017,"$872,000"
"33 Volga Street, Island Bay, Wellington",2,4,-41.3315626,174.78125155,"$1,240,000"
"23 Hinau Road, Hataitai, Wellington",2,3,-41.3035628667,174.7919575,"$865,000"
"14 Macalister Place, Miramar, Wellington",1,2,-41.3148188833,174.8144278,"$TBC"
"3/1 Wesley Road, Kelburn, Wellington",1,2,-41.282253,174.77181,"$525,000"
"6 Konini Road, Hataitai, Wellington",2,3,-41.3024007167,174.79548935,"$852,000"
"14 Dee Street, Island Bay, Wellington",1,3,-41.3291336167,174.7753656,"$901,500"
"41 Beauchamp Street, Karori, Wellington",3,4,-41.287758,174.738765,"$1,304,000"
"107 Breaker Bay Road, Breaker Bay, Wellington",2,3,-41.3325879167,174.8260701,"$1,117,500"
"91 Ellice Street, Mount Victoria, Wellington",2,4,-41.3012948,174.786554,"$1,405,000"
"21 Zetland Street, Highbury, Wellington",2,3,-41.2930031333,174.757968333,"$881,500"
"92 Downing Street, Crofton Downs, Wellington",2,4,-41.2551070333,174.75972295,"$1,121,000"
"3/27 Abbott Street, Ngaio, Wellington",1,2,-41.2502237333,174.775027,"$575,000"
"32 Central Terrace, Kelburn, Wellington",2,4,-41.2895201333,174.765803017,"$2,335,000"
"33 Raukawa Street, Strathmore Park, Wellington",1,3,-41.3305326167,174.817675533,"$781,000"
"97 Karori Road, Karori, Wellington",2,3,-41.2815990167,174.750331533,"$970,100"
"18 Versailles Street, Karori, Wellington",2,4,-41.2934712833,174.746729017,"$1,150,000"
"62 Rodrigo Road, Kilbirnie, Wellington",1,2,-41.3210294333,174.79069305,"$634,500"
"12 Kabul Street, Khandallah, Wellington",2,4,-41.25413185,174.784492583,"$1,075,000"
"111 Nevay Road, Miramar, Wellington",2,4,-41.3046521667,174.828673533,"$960,000"
"6 Makererua Street, Ngaio, Wellington",1,3,-41.2490930333,174.769336533,"$885,500"
"72 Nottingham Street, Karori, Wellington",2,4,-41.2778184333,174.747786783,"$1,200,072"
"148 Washington Avenue, Brooklyn, Wellington",1,3,-41.3095565667,174.765293217,"$673,000"
"325 Ohiro Road, Brooklyn, Wellington",1,3,-41.31224115,174.7620523,"$761,000"
"28 Paddington Grove, Karori, Wellington",2,4,-41.2855078667,174.717456,"$936,000"
"8B Awa Road, Miramar, Wellington",2,3,-41.31356295,174.825455483,"$1,020,000"
"30 Futuna Close, Karori, Wellington",2,3,-41.2810760167,174.738176533,"$880,088"
"46 Rodrigo Road, Kilbirnie, Wellington",3,5,-41.3208019833,174.7924295,"$1,700,000"
"53 Harbour View Road, Northland, Wellington",3,5,-41.2830843333,174.759950717,"$965,000"
"6 Mortimer Terrace, Aro Valley, Wellington",1,3,-41.2971797,174.7648163,"$865,000"
"19 Lonsdale Crescent, Rongotai, Wellington",2,4,-41.3206206167,174.803232783,"$1,057,000"
"21 Douglas Street, Mount Cook, Wellington",1,2,-41.302095,174.778039983,"$765,000"
"1/12 Norna Crescent, Kelburn, Wellington",1,2,-41.2905737,174.757087383,"$TBC"
"13/240 The Terrace, Wellington Central, Wellington",1,3,-41.2883137833,174.771741633,"$710,000"
"9 Alexandra Road, Roseneath, Wellington",2,4,-41.2959759167,174.798383317,"$1,458,000"
"32 Yule Street, Kilbirnie, Wellington",2,3,-41.3200767833,174.799017467,"$975,000"
"41 Drummond Street, Mount Cook, Wellington",3,4,-41.3049029833,174.77665015,"$1,760,000"
"43A Rhine Street, Island Bay, Wellington",1,3,-41.3313501167,174.770718367,"$852,000"
"8A Wellington Road, Hataitai, Wellington",1,2,-41.3120184167,174.795031583,"$761,500"
"3/31 Homebush Road, Khandallah, Wellington",1,1,-41.2492279667,174.805920917,"$372,500"
"31D Patanga Crescent, Thorndon, Wellington",1,2,-41.2788674333,174.767337467,"$916,668"
"41 Mana Street, Vogeltown, Wellington",2,3,-41.3148635333,174.767990783,"$1,326,500"
"20 Duchess Place, Maupuia, Wellington",1,3,-41.30804755,174.81602325,"$1,075,000"
"22A Ottawa Road, Ngaio, Wellington",2,4,-41.25016965,174.77402205,"$1,241,000"
"348 The Terrace, Te Aro, Wellington",2,4,-41.2925345,174.769799817,"$1,432,000"
"24 John Witton Drive, Crofton Downs, Wellington",1,3,-41.2627558167,174.758565533,"$765,000"
"181 Pembroke Road, Wilton, Wellington",2,3,-41.27079145,174.76078425,"$887,000"
"8 Park Street, Thorndon, Wellington",3,4,-41.2712940167,174.777178033,"$1,896,000"
"86 Downing Street, Crofton Downs, Wellington",3,4,-41.2558468,174.760437567,"$1,400,000"
"8 Blakey Avenue, Karori, Wellington",2,3,-41.2876643167,174.732230833,"$1,100,000"
"45 Mairangi Road, Wadestown, Wellington",2,3,-41.2628470667,174.768503883,"$975,000"
"12 Eden Street, Island Bay, Wellington",2,3,-41.3288936667,174.772274017,"$1,307,000"
"56 Glenmore Street, Northland, Wellington",1,3,-41.2812762,174.765213267,"$1,311,000"
"71 Montgomery Avenue, Karori, Wellington",1,3,-41.27952155,174.7290422,"$810,250"
"32 Kilbirnie Crescent, Kilbirnie, Wellington",1,3,-41.3133688167,174.792763867,"$870,000"
"3/8 /1 Queens Wharf, Wellington Central  6011, Wellington",2,3,-41.2845754294555,174.777958952837,"$821,000"
"21 Hawker Street, Mount Victoria, Wellington",2,3,-41.293714,174.787905,"$1,575,000"
"21 Cavendish Square, Strathmore Park, Wellington",2,3,-41.32549185,174.8252064,"$1,475,000"
"9C Tavistock Road, Melrose, Wellington",2,3,-41.3258080833,174.791620917,"$847,000"
"57 Cornford Street, Karori, Wellington",1,3,-41.2793106833,174.7346512,"$892,250"
"18 Chelmsford Street, Ngaio, Wellington",2,4,-41.2487309,174.77118145,"$1,205,000"
"15 Birkhall Grove, Strathmore Park, Wellington",2,3,-41.3357660167,174.819978983,"$825,000"
"20 South Karori Road, Karori, Wellington",2,2,-41.2897203333,174.723216,"$750,000"
"15 Plymouth Street, Karori, Wellington",2,3,-41.2872101667,174.748830167,"$1,253,000"
"88 Britomart Street, Berhampore, Wellington",2,4,-41.3205250333,174.774438217,"$1,390,000"
"73 Yule Street, Kilbirnie, Wellington",2,3,-41.3226785,174.79842955,"$1,005,000"
"5 Waripori Street, Berhampore, Wellington",2,3,-41.3190023167,174.779941567,"$1,275,321"
"41 Marewa Road, Hataitai, Wellington",2,3,-41.29829795,174.795959533,"$1,111,111"
"39 Revans Street, Miramar, Wellington",2,3,-41.3067928167,174.820893083,"$855,000"
"77 Majoribanks Street, Mount Victoria, Wellington",2,3,-41.2953563667,174.788544017,"$1,170,000"
"94 Moxham Avenue, Hataitai, Wellington",2,3,-41.3078040667,174.792663067,"$1,056,000"
"2 Ngata Street, Ngaio, Wellington",2,3,-41.24786155,174.7797575,"$1,300,000"
"71 Wellington Road, Kilbirnie, Wellington",1,3,-41.31200205,174.790504417,"$861,000"
"12 Camrose Grove, Kingston, Wellington",2,3,-41.3257897,174.761834283,"$TBC"
"4 Reuben Avenue, Brooklyn, Wellington",1,3,-41.3074830667,174.7622924,"$910,000"
"29 The Crescent, Roseneath, Wellington",2,4,-41.28985325,174.800157967,"$3,120,000"
"32 Ashton Fitchett Drive, Brooklyn, Wellington",2,4,-41.3033794833,174.7554698,"$1,285,000"
"36 Verviers Street, Karori, Wellington",1,3,-41.2908715167,174.738082317,"$910,000"
"1/51 Adams Terrace, Kelburn, Wellington",1,1,-41.29244625,174.765166367,"$300,000"
"31 Roy Street, Newtown, Wellington",2,4,-41.3188254833,174.782973033,"$1,235,000"
"2B Percy Dyett Drive, Karori, Wellington",1,2,-41.2835708,174.72548515,"$560,250"
"9/4 Claremont Grove, Mount Victoria, Wellington",1,2,-41.2959585833,174.787671733,"$565,000"
"6/38 Cleveland Street, Brooklyn, Wellington",1,2,-41.304907,174.764646783,"$552,000"
"69 Tannadyce Street, Strathmore Park, Wellington",2,3,-41.3280172,174.82508085,"$815,000"
"16 Glendavar Street, Berhampore, Wellington",2,3,-41.3220146667,174.77886465,"$1,110,000"
"51 Grafton Road, Roseneath, Wellington",2,4,-41.29141195,174.801095383,"$2,280,000"
"16/42 Abel Smith Street, Te Aro, Wellington",1,1,-41.2963336,174.774965567,"$642,420"
"271 Mitchell Street, Brooklyn, Wellington",1,3,-41.3172419833,174.759133433,"$600,000"
"33A Rawhiti Terrace, Kelburn, Wellington",2,4,-41.28698175,174.767888683,"$1,335,000"
"151A Maupuia Road, Miramar, Wellington",1,3,-41.3093753833,174.81770325,"$620,000"
"16 Hauraki Street, Karori, Wellington",2,4,-41.2787705333,174.743711717,"$1,300,000"
"4 Fortification Road, Karaka Bays, Wellington",2,3,-41.3010269,174.8299186,"$TBC"
"23 Tio Tio Road, Miramar, Wellington",2,4,-41.3228315,174.824017817,"$1,150,000"
"55 Wade Street, Wadestown, Wellington",3,5,-41.2645767833,174.774011283,"$1,800,000"
"19J Kabul Street, Khandallah, Wellington",2,4,-41.2557996167,174.78450385,"$1,080,000"
"109 Te Anau Road, Hataitai, Wellington",2,3,-41.29928765,174.8033428,"$1,175,000"
"63 Pretoria Road, Karaka Bays, Wellington",2,4,-41.3028593667,174.830625233,"$1,900,000"
"4/14 College Street, Te Aro, Wellington",1,2,-41.2962175667,174.781210417,"$560,000"
"48 Montgomery Avenue, Karori, Wellington",2,4,-41.2808901667,174.73101735,"$850,000"
"18B Normanby Street, Newtown, Wellington",1,2,-41.3149659667,174.781435733,"$680,000"
"50 Montreal Grove, Kingston, Wellington",1,3,-41.3256437167,174.76021665,"$794,500"
"38A Montreal Grove, Kingston, Wellington",1,3,-41.3247913667,174.760316283,"$650,000"
"12/185 Tasman Street, Mount Cook, Wellington",2,3,-41.30629985,174.776444783,"$732,500"
"405 Ohiro Road, Brooklyn, Wellington",1,3,-41.3171891167,174.76120515,"$521,000"
"7 Finnimore Terrace, Vogeltown, Wellington",1,3,-41.3115719667,174.771656017,"$902,500"
"46A Parkvale Road, Karori, Wellington",2,3,-41.2818483333,174.73711955,"$940,500"
"6 Hervey Way, Kaiwharawhara, Wellington",3,4,-41.2563802667,174.7933461,"$1,700,000"
"6 Papawai Terrace, Mount Cook, Wellington",1,3,-41.3042223333,174.773365033,"$1,120,000"
"11 Winston Street, Crofton Downs, Wellington",2,3,-41.2560522333,174.7646521,"$1,006,120"
"87 Clyde Street, Island Bay, Wellington",2,4,-41.333841,174.775074233,"$1,425,000"
"79A Woodhouse Avenue, Karori, Wellington",1,2,-41.2935743833,174.7266061,"$627,000"
"160 Parkvale Road, Karori, Wellington",2,3,-41.2762007,174.736047267,"$755,000"
"121 Onslow Road, Khandallah, Wellington",1,3,-41.2490155,174.80286955,"$650,000"
"8 Rodney Street, Northland, Wellington",1,3,-41.2783234667,174.757451117,"$760,000"
"20 Homewood Crescent, Karori, Wellington",3,4,-41.2784625667,174.746899767,"$1,416,650"
"1/231 Marine Parade, Seatoun, Wellington",1,1,-41.3125963333,174.829254917,"$425,000"
"B/96 Homebush Road, Khandallah, Wellington",2,3,-41.2469215667,174.808435817,"$1,010,000"
"23 Doris Gordon Crescent, Crofton Downs, Wellington",2,4,-41.2539525667,174.759825267,"$930,000"
"8C Awa Road, Miramar, Wellington",2,3,-41.3135459167,174.8255043,"$960,000"
"11 Norway Street, Aro Valley, Wellington",1,3,-41.2916234667,174.760533983,"$470,000"
"67A Freyberg Street, Lyall Bay, Wellington",2,3,-41.3268665167,174.794231333,"$935,000"
"204 Tinakori Road, Thorndon, Wellington",2,3,-41.2751779833,174.773260367,"$965,000"
"20 Halifax Street, Kingston, Wellington",1,3,-41.3242760667,174.765388117,"$350,000"
"7 Marsden Avenue, Karori, Wellington",1,3,-41.2838594333,174.746560767,"$1,200,000"
"63 Bridge Street, Rongotai, Wellington",2,3,-41.32322215,174.805523933,"$612,500"
"6 Forsyth Grove, Brooklyn, Wellington",3,4,-41.30578585,174.750664383,"$1,145,000"
"6 Kamla Way, Khandallah, Wellington",2,4,-41.24621465,174.797358317,"$905,000"
"360 Tinakori Road, Thorndon, Wellington",2,3,-41.2792874667,174.768486183,"$1,080,000"
"167 Wadestown Road, Wadestown, Wellington",2,4,-41.2618236,174.768744617,"$1,055,000"
"8B Moturoa Street, Pipitea, Wellington",2,3,-41.2753380833,174.78157645,"$1,055,000"
"12 Warwick Street, Wilton, Wellington",1,2,-41.2693063333,174.7602478,"$395,000"
"1/7 Hanson Street, Mount Cook, Wellington",1,1,-41.30541205,174.777461217,"$470,000"
"25/32 Cuba Street, Te Aro, Wellington",2,3,-41.2903214333,174.777210033,"$620,000"
"9 Fiona Grove, Karori, Wellington",1,3,-41.29302095,174.724132467,"$610,000"
"3/147 Glenmore Street, Kelburn, Wellington",1,1,-41.2856056833,174.759224967,"$420,000"
"55 Apuka Street, Brooklyn, Wellington",2,3,-41.3018855833,174.759260517,"$985,000"
"34 Puru Crescent, Lyall Bay, Wellington",1,3,-41.3255957833,174.797158767,"$TBC"
"114 Akaroa Drive, Maupuia, Wellington",1,2,-41.3025676167,174.821308933,"$560,000"
"71A Wade Street, Wadestown, Wellington",2,4,-41.26434255,174.772752917,"$488,000"
"7 Chisenhall Street, Karori, Wellington",3,5,-41.2830538167,174.749045817,"$1,510,000"
"38 Evans Bay Parade, Roseneath, Wellington",2,4,-41.2890554333,174.803085233,"$1,305,395"
"4 Montgomery Avenue, Karori, Wellington",1,3,-41.28338675,174.73084095,"$650,000"
"33 Hay Street, Oriental Bay, Wellington",3,4,-41.29214865,174.795896217,"$1,400,000"
"17 Waiapu Road, Kelburn, Wellington",1,3,-41.2881439667,174.753955817,"$700,000"
"3 Bunker Way, Strathmore Park, Wellington",2,3,-41.3303098667,174.81640215,"$950,000"
"60 Hathaway Avenue, Karori, Wellington",1,3,-41.2938782333,174.720264833,"$730,000"
"6 Kupe Street, Hataitai, Wellington",2,4,-41.3104082667,174.792618267,"$1,200,000"
"21 Anne Street, Wadestown, Wellington",3,4,-41.26237715,174.781581433,"$1,800,000"
"57 Hamilton Road, Hataitai, Wellington",3,5,-41.3080839667,174.795032617,"$1,322,000"
"9A Treasure Grove, Hataitai, Wellington",3,4,-41.3018492833,174.803066517,"$2,050,000"
"76 Monro Street, Seatoun, Wellington",3,5,-41.3265717333,174.832623517,"$1,920,000"
"32 Lohia Street, Khandallah, Wellington",2,4,-41.2495763833,174.80031795,"$1,100,000"
"12A Landsdowne Terrace, Karori, Wellington",2,3,-41.29136525,174.726930617,"$620,000"
"5 Waru Street, Khandallah, Wellington",3,5,-41.2522773167,174.789901517,"$1,356,000"
"178 Noel Ashton Way, Makara, Wellington",0,0,-41.324551171,174.695141566,"$375,000"
"37 Hania Street, Mount Victoria, Wellington",2,4,-41.2992288,174.782237883,"$1,300,000"
"1 Heaton Terrace, Brooklyn, Wellington",2,4,-41.3051563167,174.7676702,"$1,750,000"
"10 Lohia Street, Khandallah, Wellington",3,5,-41.2499855333,174.8020602,"$1,770,000"
"3/14A Glenmore Street, Thorndon, Wellington",2,3,-41.28021215,174.7667341,"$620,000"
"186 Oriental Parade, Oriental Bay, Wellington",2,3,-41.2911091833,174.791747933,"$3,350,000"
"49 Huntingdon Street, Northland, Wellington",1,2,-41.2721657833,174.761498783,"$585,500"
"180C Sutherland Road, Lyall Bay, Wellington",2,4,-41.3293731,174.789358117,"$715,000"
"3 Busaco Road, Hataitai, Wellington",1,3,-41.3107569667,174.794018483,"$950,000"
"31 Amritsar Street, Khandallah, Wellington",2,3,-41.2496161667,174.797288483,"$1,050,000"
"42 Mandalay Terrace, Khandallah, Wellington",2,4,-41.2466376167,174.804114283,"$845,000"
